number,post date,ex/eff date, title
44389,Jan-10-2019,Jan-11-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44379,Jan-09-2019,,"ROWAN COMPANIES PLC - ANTICIPATED ADJUSTMENT OPTION SYMBOL: RDC NEW SYMBOL: ERD1 FUTURES SYMBOL: RDC1D NEW SYMBOL: RDC2D"
44369,Jan-08-2019,Jan-09-2019,"CABOT OIL & GAS CORPORATION - FLEX POSITION CONSOLIDATION"
44363,Jan-07-2019,Jan-08-2019,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44349,Jan-04-2019,Jan-07-2019,"NASDAQ 100 AM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 2NDX"
44334,Jan-03-2019,Jan-04-2019,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
44325,Jan-02-2019,Jan-03-2019,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
44311,Dec-31-2018,Jan-02-2019,"GOVERNMENT PROPERTIES INCOME TRUST - REVERSE SPLIT AND NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: GOV NEW SYMBOL: OPI3"
44307,Dec-31-2018,Jan-02-2019,"BOVIE MEDICAL CORPORATION - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: BVX NEW SYMBOL: APYX"
44306,Dec-31-2018,Jan-02-2019,"IMPRIMIS PHARMACEUTICALS, INC. - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: IMMY NEW SYMBOL: HROW"
44305,Dec-31-2018,Jan-02-2019,"MICHAEL KORS HOLDINGS LIMITED - NAME/ SYMBOL/ CUSIP CHANGE FUTURES SYMBOL: KORS1D NEW SYMBOL: CPRI1D"
44304,Dec-31-2018,Jan-02-2019,"MICHAEL KORS HOLDINGS LIMITED - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: KORS NEW SYMBOL: CPRI"
44302,Dec-31-2018,Jan-02-2019,"S&P 500 INDEX - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 2SPX"
44282,Dec-27-2018,Dec-28-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
44270,Dec-26-2018,Dec-27-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44262,Dec-24-2018,Dec-26-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44241,Dec-21-2018,Dec-24-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATION OPTION SYMBOL: 4SPX"
44233,Dec-20-2018,Dec-21-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
44227,Dec-19-2018,Dec-20-2018,"FS INVESTMENT CORPORATION - NAME/SYMBOL CHANGE FUTURES SYMBOL: FSIC1D NEW SYMBOL: FSK1D"
44226,Dec-19-2018,Dec-20-2018,"FS INVESTMENT CORPORATION - NAME/SYMBOL CHANGE OPTION SYMBOL: FSIC NEW SYMBOL: FSK"
44221,Dec-19-2018,,"ACCELERATION OF EXPIRATIONS/ DECEMBER 2018 EXPIRATION"
44190,Dec-13-2018,Dec-14-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
44171,Dec-07-2018,Dec-10-2018,"OVASCIENCE INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: OVAS NEW SYMBOL: MLND1"
44145,Dec-05-2018,Dec-06-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
44136,Dec-04-2018,Dec-06-2018,"GLOBAL X NASDAQ CHINA TECHNOLOGY ETF - NAME/ SYMBOL CHANGE OPTION SYMBOL: QQQC NEW SYMBOL: CHIC"
44127,Dec-03-2018,Dec-04-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
44115,Nov-30-2018,Dec-03-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44107,Nov-29-2018,Nov-30-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
44072,Nov-23-2018,Nov-26-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44061,Nov-21-2018,Nov-23-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44053,Nov-20-2018,Nov-21-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
44049,Nov-19-2018,Nov-20-2018,"NEW YORK & COMPANY, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NWY NEW SYMBOL: RTW"
44048,Nov-19-2018,Nov-20-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
44015,Nov-14-2018,,"ACCELERATION OF EXPIRATIONS/NOVEMBER 2018 EXPIRATION"
43986,Nov-12-2018,Nov-13-2018,"SEVEN STARS CLOUD GROUP, INC. - NAME/ SYMBOL/ CUSIP CHANGE OPTION SYMBOL: SSC NEW SYMBOL: IDEX * * * CORRECTION * * *"
43978,Nov-09-2018,Nov-12-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43970,Nov-08-2018,Nov-09-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43960,Nov-06-2018,Nov-07-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
43938,Nov-02-2018,Nov-05-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43934,Nov-01-2018,Nov-02-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
43932,Nov-01-2018,Nov-02-2018,"DIFFERENTIAL BRANDS GROUP INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: DFBG NEW SYMBOL: CTRC"
43923,Oct-31-2018,Nov-01-2018,"PRAXAIR, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: 10/31/18 - PX1D remains PX1D 11/1/18 - PX1D becomes LIN1D"
43922,Oct-31-2018,Nov-01-2018,"PRAXAIR, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: 10/31/18 - PX remains PX 2PX remains 2PX 11/1/18 - PX becomes LIN 2PX becomes 2LIN"
43919,Oct-30-2018,Oct-31-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43907,Oct-26-2018,Oct-29-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
43901,Oct-25-2018,Oct-26-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
43891,Oct-23-2018,Oct-24-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43888,Oct-22-2018,Oct-23-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43876,Oct-19-2018,Oct-22-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
43871,Oct-18-2018,Oct-19-2018,"ENERGY TRANSFER EQUITY, L.P. - NAME/SYMBOL CHANGE FUTURES SYMBOL: ETE1D NEW SYMBOL: ET1D"
43870,Oct-18-2018,Oct-19-2018,"ENERGY TRANSFER EQUITY, L.P. - NAME/SYMBOL CHANGE OPTION SYMBOL: ETE NEW SYMBOL: ET"
43866,Oct-18-2018,Oct-19-2018,"ADJUSTED ENERGY TRANSFER PARTNERS, L.P. - FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: ETP1 NEW OPTION SYMBOL: ET1"
43865,Oct-18-2018,Oct-19-2018,"ENERGY TRANSFER PARTNERS, L.P. - CONTRACT ADJUSTMENT OPTION SYMBOLS: ETP/1ETP NEW SYMBOLS: ET2/1ET2 FUTURES SYMBOLS: ETP1D/ETP3F/ETP4M/ETP4T/ETP4W/ETP4H NEW SYMBOLS: ETP2D/ETP6F/ETP6M/ETP6T/ETP6W/ETP6H"
43860,Oct-17-2018,Oct-18-2018,"TAPIMMUNE INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TPIV NEW SYMBOL: MRKR"
43858,Oct-17-2018,,"ACCELERATION OF EXPIRATIONS/OCTOBER 2018 EXPIRATION"
43843,Oct-16-2018,Oct-17-2018,"S&P 500 INDEX PM/EURO - FLEX POSITION CONSOLIDATIONS OPTION SYMBOL: 4SPX"
43837,Oct-15-2018,Oct-16-2018,"VERSARTIS, INC. - REVERSE SPLIT AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: VSAR NEW SYMBOL: ARAV1"
43833,Oct-12-2018,,"ADJUSTED WESTERN REFINING, INC. - CASH IN LIEU SETTLEMENT ADJUSTED OPTION SYMBOL: MPC2"
43828,Oct-12-2018,Oct-15-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43824,Oct-11-2018,Oct-12-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43816,Oct-10-2018,Oct-11-2018,"ADJUSTED NATIONSTAR MORTGAGE HOLDINGS INC. - FURTHER ADJUSTMENT OPTION SYMBOL: WMIH1 NEW SYMBOL: COOP1"
43815,Oct-10-2018,Oct-12-2018,"DDR CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: DDR1D NEW SYMBOL: SITC1D"
43814,Oct-10-2018,Oct-12-2018,"DDR CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: DDR/DDR1/DDR2 NEW SYMBOLS: SITC/SITC1/SITC2"
43810,Oct-09-2018,Oct-10-2018,"TRONC, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TRNC NEW SYMBOL: TPCO"
43806,Oct-09-2018,Oct-10-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43791,Oct-04-2018,Oct-01-2018,"ADJUSTED WESTERN REFINING, INC. - FURTHER ADJUSTMENT/DETERMINATION OF DELIVERABLE ADJUSTED OPTION SYMBOL: 10/1/18 - ANDV2 remained ANDV2 10/2/18 - ANDV2 became MPC2"
43789,Oct-04-2018,Oct-05-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43781,Oct-03-2018,,"ADJUSTED ENERGY TRANSFER PARTNERS, L.P. - ANTICIPATED FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: ETP1 NEW OPTION SYMBOL: ET1"
43780,Oct-03-2018,,"ENERGY TRANSFER PARTNERS, L.P. - ANTICIPATED ADJUSTMENT OPTION SYMBOLS: ETP/1ETP NEW SYMBOL: ET2/1ET2 FUTURES SYMBOL: ETP1D NEW SYMBOL: ETP2D"
43776,Oct-02-2018,Oct-03-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43771,Oct-01-2018,Oct-02-2018,"ACXIOM HOLDINGS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ACXM NEW SYMBOL: RAMP"
43763,Oct-01-2018,Oct-02-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43761,Oct-01-2018,Oct-01-2018,"ADJUSTED WESTERN REFINING, INC. - FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL:  10/1/18 - ANDV2 remains ANDV2 10/2/18 - ANDV2 becomes MPC2 * * * REPOST * * *"
43746,Sep-28-2018,Oct-01-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43736,Sep-26-2018,,"ADJUSTED WESTERN REFINING, INC. - ANTICIPATED FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: ANDV2 NEW OPTION SYMBOL: MPC2 * * * UPDATE * * *"
43726,Sep-25-2018,Sep-26-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43723,Sep-24-2018,Sep-25-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43712,Sep-21-2018,Sep-24-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43693,Sep-19-2018,,"ACCELERATION OF EXPIRATIONS/SEPTEMBER 2018 EXPIRATION"
43691,Sep-19-2018,Sep-20-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43687,Sep-18-2018,,"ADJUSTED WESTERN REFINING, INC. - ANTICIPATED FURTHER ADJUSTMENT ADJUSTED OPTION SYMBOL: ANDV2 NEW OPTION SYMBOL: MPC2"
43676,Sep-17-2018,Sep-18-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43668,Sep-14-2018,Sep-17-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43658,Sep-13-2018,Sep-14-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43657,Sep-13-2018,Sep-17-2018,"NRG YIELD, INC. CLASS A - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NYLDA NEW SYMBOL: CWENA"
43656,Sep-13-2018,Sep-17-2018,"NRG YIELD, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NYLD NEW SYMBOL: CWEN"
43637,Sep-11-2018,Sep-14-2018,"ENDURO ROYALTY TRUST - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: NDRO NEW SYMBOL: PVL"
43631,Sep-10-2018,Sep-12-2018,"ALLIANCE ONE INTERNATIONAL, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: AOI NEW SYMBOL: PYX"
43617,Sep-07-2018,Sep-10-2018,"QUALITY SYSTEMS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: QSII NEW SYMBOL: NXGN"
43616,Sep-07-2018,Sep-10-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43609,Sep-06-2018,Sep-07-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43600,Sep-05-2018,Sep-06-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43596,Sep-04-2018,Sep-05-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43580,Aug-28-2018,Aug-29-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43567,Aug-24-2018,Aug-27-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43561,Aug-23-2018,Aug-24-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43559,Aug-22-2018,Aug-23-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43555,Aug-21-2018,Aug-22-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43546,Aug-20-2018,Aug-21-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43533,Aug-16-2018,Aug-17-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43525,Aug-15-2018,,"ACCELERATION OF EXPIRATIONS/AUGUST 2018 EXPIRATION"
43524,Aug-15-2018,Aug-16-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43521,Aug-14-2018,Aug-15-2018,"DEPOMED, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: DEPO NEW SYMBOL: ASRT"
43518,Aug-14-2018,Aug-15-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43496,Aug-09-2018,Aug-10-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43471,Aug-02-2018,Aug-06-2018,"BARINGS BDC, INC. - CONTINGENT CASH DISTRIBUTION OPTION SYMBOL: BBDC"
43468,Aug-01-2018,,"GGP, INC. - ANTICIPATED SPECIAL PRE-CLOSING ELECTION DIVIDEND/ANTICIPATED ADJUSTMENT OPTION SYMBOLS: GGP/2GGP NEW SYMBOLS: BPY1/2BPY1 FUTURES SYMBOL: GGP1D NEW SYMBOL: GGP2D DATE:  ??? (ELECTION DEADLINE: 8/21/18) * * * UPDATE * * *"
43461,Aug-01-2018,Aug-03-2018,"TRIANGLE CAPITAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: TCAP1D NEW SYMBOL: BBDC1D"
43460,Aug-01-2018,Aug-03-2018,"TRIANGLE CAPITAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: TCAP NEW SYMBOL: BBDC"
43456,Jul-31-2018,Aug-02-2018,"BALDWIN & LYONS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: 8/1/18 - BWINB remains BWINB 8/2/18 - BWINB becomes PTVCB"
43453,Jul-31-2018,Aug-01-2018,"CAPELLA EDUCATION COMPANY - CONTRACT ADJUSTMENT OPTION SYMBOL: CPLA NEW SYMBOL: STRA1 FUTURES SYMBOL: CPLA1D NEW SYMBOL: CPLA2D"
43450,Jul-31-2018,Aug-01-2018,"ORIENT PAPER, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: ONP NEW SYMBOL: ITP"
43443,Jul-30-2018,Aug-01-2018,"ISHARES 1-3 YEAR CREDIT BOND ETF - NAME/SYMBOL CHANGE FUTURES SYMBOL: CSJ1D NEW SYMBOL: IGSB1D"
43442,Jul-30-2018,Aug-01-2018,"ISHARES 1-3 YEAR CREDIT BOND ETF - NAME/SYMBOL CHANGE OPTION SYMBOL: CSJ NEW SYMBOL: IGSB"
43441,Jul-30-2018,Aug-01-2018,"ISHARES U.S. CREDIT BOND ETF - NAME/SYMBOL CHANGE FUTURES SYMBOL: CRED1D NEW SYMBOL: USIG1D"
43440,Jul-30-2018,Aug-01-2018,"ISHARES U.S. CREDIT BOND ETF - NAME/SYMBOL CHANGE OPTION SYMBOL: CRED NEW SYMBOL: USIG"
43439,Jul-30-2018,Aug-01-2018,"ISHARES INTERMEDIATE CREDIT BOND ETF - NAME/SYMBOL CHANGE FUTURES SYMBOL: CIU1D NEW SYMBOL: IGIB1D"
43438,Jul-30-2018,Aug-01-2018,"ISHARES INTERMEDIATE CREDIT BOND ETF- NAME/SYMBOL CHANGE OPTION SYMBOL: CIU NEW SYMBOL: IGIB"
43437,Jul-30-2018,Aug-01-2018,"ISHARES 10+ YEAR CREDIT BOND ETF - NAME/SYMBOL CHANGE FUTURES SYMBOL: CLY1D NEW SYMBOL: IGLB1D"
43436,Jul-30-2018,Aug-01-2018,"ISHARES 10+ YEAR CREDIT BOND ETF - NAME/SYMBOL CHANGE OPTION SYMBOL: CLY NEW SYMBOL: IGLB"
43407,Jul-24-2018,Jul-25-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43401,Jul-23-2018,Jul-24-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43397,Jul-20-2018,,"GGP, INC. - ANTICIPATED SPECIAL PRE-CLOSING ELECTION DIVIDEND/ANTICIPATED ADJUSTMENT OPTION SYMBOLS: GGP/2GGP NEW SYMBOLS: BPY1/2BPY1 FUTURES SYMBOL: GGP1D NEW SYMBOL: GGP2D"
43379,Jul-18-2018,,"ACCELERATION OF EXPIRATIONS/JULY 2018 EXPIRATION"
43365,Jul-13-2018,Jul-16-2018,"BANK OF THE OZARKS - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: OZRK NEW SYMBOL: OZK * * * REPOST * * *"
43363,Jul-13-2018,Jul-16-2018,"HRG GROUP, INC. - CONTRACT ADJUSTMENT OPTION SYMBOL: HRG NEW SYMBOL: SPB1"
43360,Jul-13-2018,Jul-16-2018,"VALEANT PHARMACEUTICALS INTERNATIONAL, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: VRX1D NEW SYMBOL: BHC1D"
43359,Jul-13-2018,Jul-16-2018,"VALEANT PHARMACEUTICALS INTERNATIONAL, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: VRX/1VRX/2VRX NEW SYMBOLS: BHC/1BHC/2BHC"
43352,Jul-11-2018,,"HRG GROUP, INC. - ANTICIPATED CONTRACT ADJUSTMENT OPTION SYMBOL: HRG NEW SYMBOL: SPB1"
43331,Jul-09-2018,Jul-10-2018,"DR PEPPER SNAPPLE GROUP, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: DPS1D NEW SYMBOL: KDP1D"
43330,Jul-09-2018,Jul-10-2018,"DR PEPPER SNAPPLE GROUP, INC. - SPECIAL DIVIDEND AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: DPS/2DPS NEW SYMBOLS: KDP1/2KDP1"
43315,Jul-02-2018,,"DR PEPPER SNAPPLE GROUP, INC. - ANTICIPATED NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: DPS1D NEW SYMBOL: KDP1D"
43314,Jul-02-2018,,"DR PEPPER SNAPPLE GROUP, INC. - ANTICIPATED SPECIAL DIVIDEND AND NAME/SYMBOL CHANGE OPTION SYMBOL: DPS NEW SYMBOL: KDP1 * * * UPDATE * * *"
43300,Jun-29-2018,Jul-02-2018,"TALLGRASS ENERGY GP, LP - NAME/SYMBOL CHANGE FUTURES SYMBOL: TEGP1D NEW SYMBOL: TGE1D"
43299,Jun-29-2018,Jul-02-2018,"TALLGRASS ENERGY GP, LP - NAME/SYMBOL CHANGE OPTION SYMBOL: TEGP NEW SYMBOL: TGE"
43298,Jun-29-2018,Jul-02-2018,"TALLGRASS ENERGY PARTNERS, LP - CONTRACT ADJUSTMENT OPTION SYMBOL: TEP NEW SYMBOL: TGE1 FUTURES SYMBOL: TEP1D NEW SYMBOL: TEP2D"
43292,Jun-28-2018,Jul-02-2018,"HALYARD HEALTH, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: HYH/1HYH NEW SYMBOLS: AVNS/1AVNS"
43274,Jun-22-2018,Jun-25-2018,"COLONY NORTHSTAR, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CLNS NEW SYMBOL: CLNY"
43268,Jun-21-2018,,"DR PEPPER SNAPPLE GROUP, INC. - ANTICIPATED SPECIAL DIVIDEND AND NAME/SYMBOL CHANGE OPTION SYMBOL: DPS NEW SYMBOL: KDP1"
43262,Jun-20-2018,Jun-21-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43254,Jun-19-2018,Jun-20-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43248,Jun-18-2018,Jun-19-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS ***UPDATE***"
43247,Jun-18-2018,Jun-19-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43246,Jun-18-2018,,"TALLGRASS ENERGY PARTNERS, LP - ANTICIPATED ADJUSTMENT OPTION SYMBOL: TEP NEW SYMBOL: TGE1 FUTURES SYMBOL: TEP1D NEW SYMBOL: TEP2D"
43217,Jun-13-2018,,"ACCELERATION OF EXPIRATIONS/JUNE 2018 EXPIRATION"
43208,Jun-11-2018,Jun-12-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43166,Jun-04-2018,Jun-05-2018,"WESTAR ENERGY, INC. - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: WR1D NEW SYMBOL: EVRG1D"
43165,Jun-04-2018,Jun-05-2018,"WESTAR ENERGY, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: WR NEW SYMBOL: EVRG"
43155,Jun-01-2018,Jun-04-2018,"VASCO DATA SECURITY INTERNATIONAL, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: VDSI NEW SYMBOL: OSPN"
43154,Jun-01-2018,Jun-04-2018,"CHINA INFORMATION TECHNOLOGY, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CNIT NEW SYMBOL: TAOP"
43142,May-31-2018,Jun-01-2018,"WYNDHAM WORLDWIDE CORPORATION - DISTRIBUTION AND NAME/SYMBOL CHANGE OPTION SYMBOL: WYN NEW SYMBOL: WYND1 FUTURES SYMBOL: WYN1D NEW SYMBOL: WYN2D * * * UPDATE - REVISED CUSIP * * *"
43129,May-25-2018,Jun-01-2018,"WYNDHAM WORLDWIDE CORPORATION - DISTRIBUTION AND NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL:  WYN NEW SYMBOL:  WYND1 FUTURES SYMBOL:  WYN1D NEW SYMBOL:  WYN2D"
43116,May-24-2018,May-29-2018,"FIVE OAKS INVESTMENT CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: OAKS NEW SYMBOL: HCFT"
43115,May-24-2018,May-29-2018,"RESOURCE CAPITAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: RSO NEW SYMBOL: XAN"
43113,May-24-2018,May-25-2018,"HANCOCK HOLDING COMPANY - NAME/SYMBOL CHANGE OPTION SYMBOL: HBHC NEW SYMBOL: HWC"
43106,May-23-2018,May-24-2018,"LEUCADIA NATIONAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: LUK NEW SYMBOL: JEF"
43104,May-23-2018,,"FAIRMOUNT SANTROL HOLDINGS INC. - ANTICIPATED ADJUSTMENT OPTION SYMBOLS: FMSA/1FMSA NEW SYMBOLS: To be determined"
43099,May-22-2018,May-23-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43097,May-21-2018,May-22-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
43055,May-16-2018,May-17-2018,"ELEVEN BIOTHERAPEUTICS, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: EBIO NEW SYMBOL: SESN"
43054,May-16-2018,May-17-2018,"CARDIOME PHARMA CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: CRME NEW SYMBOL: CORV"
43053,May-16-2018,May-17-2018,"STATOIL ASA - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: STO NEW SYMBOL: EQNR"
43052,May-16-2018,,"ACCELERATION OF EXPIRATIONS/MAY 2018 EXPIRATION"
43016,May-10-2018,May-11-2018,"STONE ENERGY CORPORATION - NAME/SYMBOL/CUSIP    CHANGE OPTION SYMBOL: 5/10/18 - SGY remains SGY 5/11/18 - SGY becomes TALO"
42993,May-04-2018,May-07-2018,"IMPAX LABORATORIES, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: IPXL NEW SYMBOL: AMRX"
42982,May-03-2018,May-04-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42949,Apr-24-2018,Apr-25-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42943,Apr-23-2018,Apr-24-2018,"ASHFORD HOSPITALITY PRIME, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: AHP/1AHP NEW SYMBOLS: BHR/1BHR *** UPDATE - FLEX ADDED ***"
42942,Apr-23-2018,Apr-24-2018,"MULTIPLE FLEX POSITION CONSOLIDATIONS"
42939,Apr-20-2018,Apr-24-2018,"ASHFORD HOSPITALITY PRIME, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: AHP NEW SYMBOL: BHR"
42919,Apr-18-2018,,"ACCELERATION OF EXPIRATIONS/APRIL 2018 EXPIRATION"
42909,Apr-16-2018,,"ADJUSTED FLUENT, INC. - CASH IN LIEU SETTLEMENT ADJUSTED OPTION SYMBOL: FLNT1"
42901,Apr-13-2018,Apr-16-2018,"COGINT, INC. - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOLS: COGT/COGT1 NEW SYMBOLS: FLNT/FLNT1"
42843,Mar-29-2018,Apr-02-2018,"PSIVIDA CORPORATION - NAME/SYMBOL/CUSIP CHANGE OPTION SYMBOL: PSDV NEW SYMBOL: EYPT"
42820,Mar-22-2018,Mar-23-2018,"TICC CAPITAL CORPORATION - NAME/SYMBOL/CUSIP CHANGE FUTURES SYMBOL: TICC1D NEW SYMBOL: OXSQ1D"
