number,post date,ex/eff date, title
50864,Aug-12-2022,Aug-15-2022,"NASDAQ 100 AM/EURO - Flex Position Consolidation Option Symbol 2NDX"
50859,Aug-11-2022,Aug-12-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50850,Aug-10-2022,Aug-11-2022,"Synalloy Corporation - Name/Symbol Change Option Symbol: SYNL New Symbol: ACNT"
50836,Aug-08-2022,Aug-09-2022,"SoFi Gig Economy ETF - Name/Symbol Change Option Symbol: GIGE New Symbol: BYOB"
50811,Aug-02-2022,Aug-03-2022,"MeaTech 3D Ltd. - Name/Symbol Change Option Symbol: MITC New Symbol: STKH"
50806,Aug-01-2022,Aug-02-2022,"New Residential Investment Corporation - Name/Symbol Change Option Symbol: NRZ New Symbol: RITM"
50805,Aug-01-2022,Aug-02-2022,"Multiple Flex Position Consolidations"
50798,Jul-29-2022,Aug-01-2022,"Cortexyme, Inc. - Name/Symbol Change Option Symbol: CRTX New Symbol: QNCX"
50797,Jul-29-2022,Aug-01-2022,"Orbital Energy Group, Inc. - Name/Symbol Change Option Symbol: OEG New Symbol: OIG"
50794,Jul-28-2022,Aug-01-2022,"First Trust Global Engineering and Construction ETF - Name/Symbol Change Option Symbol: FLM New Symbol: RBLD"
50782,Jul-27-2022,Jul-28-2022,"Multiple Flex Position Consolidations"
50778,Jul-26-2022,Jul-27-2022,"Multiple Flex Position Consolidations"
50774,Jul-25-2022,Jul-26-2022,"Sundial Growers Inc. - Reverse Split and Name Change Option Symbol: SNDL New Symbol: SNDL1"
50771,Jul-25-2022,Jul-26-2022,"Pluristem Therapeutics, Inc. - Name/Symbol/CUSIP Change Option Symbol: PSTI New Symbol: PLUR"
50770,Jul-25-2022,Jul-26-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50767,Jul-22-2022,Jul-25-2022,"CC Neuberger Principal Holdings II - Name/Symbol/CUSIP Change Option Symbol: PRPB New Symbol: GETY"
50759,Jul-21-2022,Jul-22-2022,"1847 Goedeker Inc. - Name/Symbol Change Option Symbols: GOED/2GOED New Symbols: POL/2POL"
50746,Jul-19-2022,Jul-20-2022,"B. Riley Principal 150 Merger Corporation - Name/Symbol/CUSIP Change Option Symbol: BRPM New Symbol: FAZE"
50743,Jul-19-2022,Jul-20-2022,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
50733,Jul-15-2022,Jul-18-2022,"TC Energy Corporation - Flex Position Consolidations Option Symbol: 1TRP"
50726,Jul-14-2022,Jul-15-2022,"Multiple Flex Position Consolidations"
50698,Jul-07-2022,Jul-08-2022,"Faraday Future Intelligent Electric Inc. - Flex Position Consolidation Option Symbol: 1FFIE"
50685,Jul-05-2022,Jul-08-2022,"Vectrus, Inc. - Name/Symbol Change Option Symbol: VEC New Symbol: VVX"
50684,Jul-05-2022,Jul-06-2022,"Schweitzer-Mauduit International, Inc. - Name/Symbol Change Option Symbol: SWM New Symbol: MATV"
50683,Jul-05-2022,Jul-06-2022,"Neenah, Inc. - Contract Adjustment Option Symbol: NP New Symbol: MATV1"
50682,Jul-05-2022,Jul-06-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50678,Jul-01-2022,Jul-01-2022,"Whiting Petroleum Corporation - Contract Adjustment Option Symbol: 07/01/22 - WLL remains WLL 07/05/22 - WLL becomes CHRD2 * * * Update * * *"
50677,Jul-01-2022,Jul-05-2022,"Adjusted Oasis Petroleum Inc. - Name/Symbol Change Option Symbol: OAS1 New Symbol: CHRD1"
50674,Jul-01-2022,Jul-05-2022,"S&P 500 INDEX - Flex Position Consolidations Option Symbol: 2SPX"
50671,Jul-01-2022,Jul-01-2022,"Whiting Petroleum Corporation - Contract Adjustment Option Symbol: 07/01/22 - WLL remains WLL 07/05/22 - WLL becomes OAS2"
50650,Jun-27-2022,,"Neenah, Inc. - Anticipated Adjustment Option Symbol: NP New Symbol: MATV1 * * * Update * * *"
50649,Jun-27-2022,Jun-28-2022,"Anthem, Inc. - Name/Symbol Change Option Symbols: ANTM/2ANTM New Symbols: ELV/2ELV"
50637,Jun-23-2022,Jun-24-2022,"Gore Guggenheim, Inc. - Name/Symbol/CUSIP Change Option Symbol: GGPI New Symbol: PSNY"
50636,Jun-23-2022,Jun-24-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50629,Jun-22-2022,,"Neenah, Inc. - Anticipated Adjustment Option Symbol: NP New Symbol: MATV1 * * * Update * * *"
50618,Jun-21-2022,Jun-22-2022,"SPY OPTIONS - Flex Position Consolidations Option Symbol: 1SPY"
50604,Jun-17-2022,Jun-21-2022,"Multiple Flex Position Consolidations"
50597,Jun-16-2022,Jun-17-2022,"Multiple Flex Position Consolidations"
50592,Jun-15-2022,,"Acceleration of Expirations/June 2022 Expiration"
50591,Jun-15-2022,Jun-16-2022,"Limelight Networks, Inc. - Name/Symbol Change Option Symbol: LLNW New Symbol: EGIO"
50588,Jun-15-2022,Jun-16-2022,"Vonage Holdings Corporation - Flex Position Consolidation"
50583,Jun-14-2022,Jun-15-2022,"Russell 2000 Index AM/Euro - Flex Position Consolidation"
50574,Jun-10-2022,Jun-13-2022,"RISE Education Cayman Ltd - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: REDU New Symbol: NAAS1"
50565,Jun-09-2022,,"Whiting Petroleum Corporation - Anticipated Adjustment Option Symbol: WLL New Symbol: To be determined"
50548,Jun-07-2022,Jun-09-2022,"Realogy Holdings Corporation - Name/Symbol Change Option Symbol: RLGY New Symbol: HOUS"
50539,Jun-03-2022,Jun-06-2022,"Eros STX Global Corporation - Name/Symbol Change Option Symbols: ESGC/ESGC1 New Symbols: EMWP/EMWP1"
50538,Jun-03-2022,Jun-06-2022,"Falcon Minerals Corporation - Reverse Split/Name/Symbol/CUSIP Change Option Symbol: FLMN New Symbol: STR1"
50535,Jun-03-2022,Jun-06-2022,"Multiple Flex Position Consolidations"
50527,Jun-02-2022,Jun-03-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50518,Jun-01-2022,Jun-02-2022,"Multiple Flex Position Consolidations"
50510,May-31-2022,Jun-01-2022,"SPY OPTIONS - Flex Position Consolidations Option Symbol: 1SPY"
50504,May-27-2022,May-31-2022,"Apollo Strategic Growth Capital - Name/Symbol/CUSIP Change Option Symbol: APSG New Symbol: GBTG"
50502,May-27-2022,May-31-2022,"Multiple Flex Position Consolidations"
50488,May-24-2022,May-25-2022,"Net 1 UEPS Technologies, Inc. - Name/Symbol Change Option Symbol: UEPS New Symbol: LSAK"
50477,May-23-2022,May-24-2022,"Caterpillar Inc. - Flex Position Consolidations Option Symbol: 1CAT"
50470,May-20-2022,May-24-2022,"RYB Education, Inc. - Name/Symbol Change Option Symbol: RYB New Symbol: GEHI"
50451,May-19-2022,May-20-2022,"Multiple Flex Position Consolidations"
50443,May-18-2022,,"Acceleration of Expirations/May 2022 Expiration"
50438,May-17-2022,May-17-2022,"Aspen Technology, Inc. - Contract Adjustment Option Symbol: AZPN New Symbol: AZPN1 * * * Update * * *"
50424,May-16-2022,May-17-2022,"Aspen Technology, Inc. - Contract Adjustment Option Symbol: AZPN New Symbol: AZPN1"
50413,May-13-2022,May-16-2022,"Multiple Flex Position Consolidations"
50406,May-12-2022,May-13-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50392,May-10-2022,May-11-2022,"Multiple Flex Position Consolidations"
50391,May-09-2022,May-10-2022,"Zanite Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: ZNTE New Symbol: EVEX"
50371,May-05-2022,May-06-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50366,May-04-2022,May-05-2022,"S&P 500 INDEX - Flex Position Consolidations Option Symbol: 2SPX"
50360,May-03-2022,May-04-2022,"Citigroup Inc. - Flex Position Consolidations Option Symbol: 1C"
50356,May-02-2022,May-03-2022,"Spring Valley Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: SV New Symbol: SMR"
50355,May-02-2022,May-03-2022,"Heat Biologics, Inc. - Name/Symbol Change Option Symbol: HTBX New Symbol: NHWK"
50352,Apr-29-2022,,"Aspen Technology, Inc. - Anticipated Adjustment Option Symbol: AZPN New Symbol: AZPN1"
50351,Apr-29-2022,May-02-2022,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
50348,Apr-28-2022,Apr-29-2022,"Scientific Games Corporation - Name/Symbol Change Option Symbol: SGMS New Symbol: LNW"
50347,Apr-28-2022,Apr-29-2022,"Agios Pharmaceuticals, Inc. - Flex Position Consolidation Option Symbol: 1AGIO"
50344,Apr-27-2022,Apr-28-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50336,Apr-25-2022,Apr-26-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50335,Apr-22-2022,Apr-25-2022,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
50330,Apr-21-2022,Apr-22-2022,"SPDR MSCI ACWI Low Carbon Target ETF - 4 For 1 Stock Split and Name/Symbol Change Option Symbol: 04/22/2022 - LOWC remains LOWC 04/25/2022 - LOWC becomes NZAC * * * Update * * *"
50329,Apr-21-2022,Apr-22-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50320,Apr-20-2022,Apr-21-2022,"Multiple Flex Position Consolidations"
50318,Apr-19-2022,Apr-20-2022,"Multiple Flex Position Consolidations"
50312,Apr-14-2022,,"SPDR MSCI ACWI Low Carbon Target ETF - Anticipated 4 For 1 Stock Split and Name/Symbol Change Option Symbol: LOWC New Symbol: NZAC"
50311,Apr-14-2022,Apr-18-2022,"Multiple Flex Position Consolidations"
50306,Apr-13-2022,,"Acceleration of Expirations/April 2022 Expiration"
50292,Apr-08-2022,Apr-12-2022,"Discovery, Inc. Series C - Name/Symbol/CUSIP Change Option Symbol: 04/11/2022 - DISCK remains DISCK 04/12/2022 - DISCK becomes WBD * * * REPOST * * *"
50290,Apr-08-2022,Apr-11-2022,"Discovery, Inc. Series A - Name/Symbol/CUSIP Change Option Symbols: DISCA/2DISCA New Symbols: WBD/2WBD"
50287,Apr-08-2022,Apr-11-2022,"Multiple Flex Position Consolidations"
50282,Apr-07-2022,Apr-08-2022,"Multiple Flex Position Consolidations"
50278,Apr-06-2022,Apr-07-2022,"Multiple Flex Position Consolidations"
50275,Apr-05-2022,Apr-06-2022,"Fluidigm Corporation - Name/Symbol Change Option Symbol: FLDM New Symbol: LAB"
50268,Apr-04-2022,Apr-05-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50261,Apr-01-2022,Apr-04-2022,"Multiple Flex Position Consolidations"
50252,Mar-31-2022,Apr-01-2022,"Multiple Flex Position Consolidations"
50249,Mar-30-2022,Apr-20-2022,"WisdomTree Global ex-US Real Estate Fund - Name/Symbol Change Option Symbol: DRW New Symbol: WTRE"
50248,Mar-30-2022,Apr-05-2022,"Colfax Corporation - Distribution/Reverse Split and Name/Symbol/CUSIP Change Option Symbol: CFX New Symbol: ENOV1 * * * Update * * *"
50245,Mar-30-2022,Mar-31-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50233,Mar-28-2022,Mar-29-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50232,Mar-25-2022,Apr-04-2022,"Alliance Data Systems Corporation - Name/Symbol Change Option Symbols: ADS/ADS1 New Symbols: BFH/BFH1"
50231,Mar-25-2022,Mar-28-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50228,Mar-24-2022,Mar-25-2022,"Multiple Flex Position Consolidations"
50226,Mar-23-2022,Mar-24-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50217,Mar-21-2022,Mar-22-2022,"Recro Pharma, Inc. - Name/Symbol Change Option Symbol: REPH New Symbol: SCTL"
50216,Mar-21-2022,Mar-22-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50203,Mar-18-2022,Mar-21-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50201,Mar-17-2022,Mar-18-2022,"Bridgetown 2 Holdings Limited - Name/Symbol/CUSIP Change Option Symbol: BTNB New Symbol: PGRU"
50200,Mar-17-2022,Apr-05-2022,"Colfax Corporation - Distribution/Reverse Split and Name/Symbol/CUSIP Change Option Symbol: CFX New Symbol: ENOV1"
50196,Mar-17-2022,Mar-18-2022,"Multiple Flex Position Consolidations"
50184,Mar-16-2022,,"Acceleration of Expirations/March 2022 Expiration"
50172,Mar-14-2022,Mar-15-2022,"HollyFrontier Corporation - Name/Symbol/CUSIP Change Option Symbol: HFC New Symbol: DINO"
50160,Mar-10-2022,Mar-11-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50157,Mar-09-2022,Mar-10-2022,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4XSP"
50136,Mar-03-2022,Mar-04-2022,"Multiple Flex Position Consolidations"
50133,Mar-02-2022,Mar-03-2022,"SPY OPTIONS - Flex Position Consolidations Option Symbol: 1SPY"
50124,Mar-01-2022,Mar-02-2022,"Nxt-ID, Inc. - Name/Symbol Change Option Symbols: NXTD/NXTD1 New Symbols: LGMK/LGMK1"
50123,Mar-01-2022,Mar-02-2022,"Supernova Partners Acquisition Company II, Ltd. - Name/Symbol/CUSIP Change Option Symbol: SNII New Symbol: RGTI"
50118,Mar-01-2022,Mar-02-2022,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4XSP"
50114,Feb-28-2022,Mar-01-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
50101,Feb-24-2022,Feb-25-2022,"Multiple Flex Position Consolidations"
50093,Feb-23-2022,Feb-24-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50090,Feb-22-2022,Feb-23-2022,"Petroleo Brasileiro S.A. - Petrobras - Flex Position Consolidations Option Symbol: 1PBR"
50084,Feb-18-2022,Feb-22-2022,"Multiple Flex Position Consolidations"
50076,Feb-17-2022,Feb-18-2022,"Multiple Flex Position Consolidations"
50074,Feb-16-2022,Feb-17-2022,"ViacomCBS Inc. Class B - Name/Symbol Change Option Symbols: VIAC/2VIAC New Symbols: PARA/2PARA"
50073,Feb-16-2022,Feb-17-2022,"ViacomCBS Inc. Class A - Name/Symbol Change Option Symbol: VIACA New Symbol: PARAA"
50071,Feb-16-2022,,"Acceleration of Expirations/February 2022 Expiration"
50060,Feb-14-2022,Feb-15-2022,"American Finance Trust, Inc. - Name/Symbol Change Option Symbol: AFIN New Symbol: RTL"
50055,Feb-14-2022,Feb-15-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50053,Feb-11-2022,Feb-14-2022,"Novus Capital Corporation II - Name/Symbol/CUSIP Change Option Symbol: NXU New Symbol: NRGV"
50040,Feb-11-2022,Feb-14-2022,"Multiple Flex Position Consolidations"
50039,Feb-10-2022,Feb-11-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50038,Feb-09-2022,Feb-10-2022,"SilverBox Engaged Merger Corporation I - Name/Symbol/CUSIP Change Option Symbol: SBEA New Symbol: BRCC"
50032,Feb-09-2022,Feb-10-2022,"Amplify International Online Retail ETF - Name/Symbol Change Option Symbol: XBUY New Symbol: EMFQ"
50029,Feb-08-2022,Feb-09-2022,"CITIC Capital Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: CCAC New Symbol: QNGY"
50021,Feb-04-2022,Feb-07-2022,"Merida Merger Corporation I - Name/Symbol/CUSIP Change Option Symbol: MCMJ New Symbol: LFLY"
50020,Feb-04-2022,Feb-07-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
50017,Feb-03-2022,Feb-04-2022,"Ivanhoe Capital Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: IVAN New Symbol: SES"
50016,Feb-03-2022,Feb-04-2022,"Multiple Flex Position Consolidations"
50010,Feb-02-2022,Feb-03-2022,"Sema4 Holdings Corporation - Flex Position Consolidation Option Symbol: 1SMFR"
50005,Feb-01-2022,Feb-02-2022,"Multiple Flex Position Consolidations"
49995,Jan-31-2022,Feb-01-2022,"Multiple Flex Position Consolidations"
49991,Jan-28-2022,Jan-31-2022,"Multiple Flex Position Consolidations"
49989,Jan-27-2022,Jan-28-2022,"Five Star Senior Living Inc. - Name/Symbol Change Option Symbol: FVE New Symbol: ALR"
49988,Jan-27-2022,Jan-28-2022,"Trebia Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: TREB New Symbol: SST"
49985,Jan-27-2022,Jan-28-2022,"Sports Entertainment Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: SEAH New Symbol: SGHC"
49982,Jan-27-2022,Jan-28-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
49980,Jan-26-2022,Jan-27-2022,"ZIOPHARM Oncology Inc - Name/Symbol Change Option Symbol: ZIOP New Symbol: TCRT"
49978,Jan-26-2022,Jan-27-2022,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4XSP"
49975,Jan-25-2022,Jan-26-2022,"First Trust Exchange-Traded Fund VI First Trust Nasdaq Retail ETF - Name/Symbol Change Option Symbol: FTXD New Symbol: ISHP"
49972,Jan-24-2022,Feb-01-2022,"Royal Dutch Shell plc Class B - Name/Symbol/CUSIP Change Option Symbols: 1/31/2022 - RDSB/2RDSB remains RDSB/2RDSB 2/01/2022 - RDSB/2RDSB becomes SHEL/2SHEL"
49971,Jan-24-2022,Jan-31-2022,"Royal Dutch Shell plc Class A - Name/Symbol/CUSIP Change Option Symbols: RDSA/2RDSA New Symbols: SHEL/2SHEL"
49970,Jan-24-2022,Jan-25-2022,"Multiple Flex Position Consolidations"
49959,Jan-21-2022,Jan-24-2022,"Multiple Flex Position Consolidations"
49957,Jan-20-2022,Jan-24-2022,"CryoLife, Inc. - Name/Symbol Change Option Symbol: CRY New Symbol: AORT"
49955,Jan-20-2022,,"Royal Dutch Shell plc Class B - Anticipated Name/Symbol/CUSIP Change Option Symbols: 1/31/2022 - RDSB/2RDSB remains RDSB/2RDSB 2/01/2022 - RDSB/2RDSB becomes SHEL/2SHEL"
49954,Jan-20-2022,,"Royal Dutch Shell plc Class A - Anticipated Name/Symbol/CUSIP Change Option Symbols: RDSA/2RDSA New Symbols: SHEL/2SHEL"
49941,Jan-20-2022,Jan-21-2022,"Multiple Flex Position Consolidations"
49938,Jan-19-2022,Jan-20-2022,"Power & Digital Infrastructure Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: XPDI New Symbol: CORZ"
49932,Jan-19-2022,,"Acceleration of Expirations/January 2022 Expiration"
49928,Jan-18-2022,Jan-19-2022,"Osmotica Pharmaceuticals plc - Name/Symbol Change Option Symbol: OSMT New Symbol: RVLP"
49922,Jan-14-2022,Jan-18-2022,"Multiple Flex Position Consolidations"
49920,Jan-13-2022,Jan-14-2022,"Multiple Flex Position Consolidations"
49905,Jan-11-2022,Jan-12-2022,"Bank of America Corporation - Flex Position Consolidation Option Symbol: 1BAC"
49898,Jan-06-2022,Jan-07-2022,"Sino-Global Shipping America, Ltd. - Name/Symbol Change Option Symbol: SINO New Symbol: SGLY"
49893,Jan-06-2022,Jan-07-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
49881,Dec-31-2021,Jan-03-2022,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
49877,Dec-30-2021,Dec-31-2021,"Athena Technology Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: ATHN New Symbol: HLGN"
49876,Dec-30-2021,Jan-18-2022,"WisdomTree U.S.Dividend Ex-Financials Fund - Name/Symbol Change Option Symbol: DTN New Symbol: AIVL"
49868,Dec-29-2021,Dec-30-2021,"NextGen Acquisition Corporation II - Name/Symbol/CUSIP Change Option Symbol: NGCA New Symbol: VORB"
49827,Dec-23-2021,Dec-27-2021,"Altimar Acquisition Corporation II - Name/Symbol/CUSIP Change Option Symbol: ATMR New Symbol: FATH"
49826,Dec-23-2021,Dec-27-2021,"Multiple Flex Position Consolidations"
49801,Dec-21-2021,Dec-22-2021,"Multiple Flex Position Consolidations"
49796,Dec-20-2021,Dec-21-2021,"Multiple Flex Position Consolidations"
49787,Dec-17-2021,Dec-20-2021,"CM Life Sciences III Inc. - Name/Symbol/CUSIP Change Option Symbol: CMLT New Symbol: EQRX"
49782,Dec-17-2021,Dec-20-2021,"MoSys, Inc. - Name/Symbol/CUSIP Change Option Symbol: MOSY New Symbol: PRSO"
49776,Dec-16-2021,Dec-17-2021,"Multiple Flex Position Consolidations"
49767,Dec-16-2021,,"Acceleration of Expirations/December 2021 Expiration"
49758,Dec-15-2021,Dec-16-2021,"Broadstone Acquisition Corporation - Name/Symbol/CUSIP Change Option Symbol: BSN New Symbol: EVTL"
49757,Dec-15-2021,Dec-16-2021,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
49752,Dec-14-2021,Dec-15-2021,"The Mosaic Company - Flex Position Consolidation Option Symbol: 1MOS"
49735,Dec-10-2021,Dec-13-2021,"Multiple Flex Position Consolidations"
49733,Dec-09-2021,Dec-10-2021,"CBRE Acquisition Holdings, Inc. - Name/Symbol/CUSIP Change Option Symbol: CBAH New Symbol: AMPS"
49730,Dec-09-2021,Dec-10-2021,"Mack-Cali Realty Corporation - Name/Symbol Change Option Symbol: CLI New Symbol: VRE"
49726,Dec-09-2021,Dec-10-2021,"Multiple Flex Position Consolidations"
49711,Dec-08-2021,,"Athene Holding Ltd. - Anticipated Adjustment Option Symbol: ATH New Symbol: APO1"
49710,Dec-08-2021,Dec-09-2021,"Dragoneer Growth Opportunities Corporation II - Name/Symbol/CUSIP Change Option Symbol: DGNS New Symbol: CVT"
49709,Dec-08-2021,Dec-09-2021,"Decarbonization Plus Acquisition Corporation III - Name/Symbol/CUSIP Change Option Symbols: DCRC/2DCRC New Symbols: SLDP/2SLDP"
49706,Dec-07-2021,Dec-08-2021,"GigCapital4, Inc. - Name/Symbol/CUSIP Change Option Symbol: GIG New Symbol: BBAI"
49698,Dec-07-2021,Dec-13-2021,"Ault Global Holdings, Inc. - Name/Symbol/CUSIP Change Option Symbol: DPW New Symbol: NILE"
49697,Dec-07-2021,Dec-08-2021,"dMY Technology Group, Inc. IV - Name/Symbol/CUSIP Change Option Symbol: DMYQ New Symbol: PL"
49690,Dec-06-2021,Dec-07-2021,"Multiple Flex Position Consolidations"
49684,Dec-03-2021,Dec-06-2021,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
49672,Dec-02-2021,Dec-03-2021,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
